gene,rna_pearson_r,rna_spearman_r,rna_n_obs,protein_pearson_r,protein_spearman_r,protein_n_obs,group
NCKAP1L,0.006989806694904836,-0.12048139837041148,979,,,0,non-significant
NCOA1,0.11583552829874051,0.09036722304704632,979,-0.11499674384642013,-0.05506930708971267,173,non-significant
NCOA2,0.27419704361470204,0.23898614385702702,979,0.11500825343194644,0.13791449088982732,189,non-significant
NCOA3,0.2958852712333322,0.2282182433580555,979,,,0,non-significant
NCOA7,0.1788959255194133,0.15827916145540244,979,0.015560066435097605,0.032691733564675036,660,non-significant
NCOR1,0.3810809433555303,0.261559707913743,979,0.11787338216725038,0.09675610864630285,767,non-significant
NCOR2,0.23377360390164362,0.1709303030613244,979,0.1277505635650389,0.15621709035742343,727,non-significant
NCS1,0.21617355591884665,0.17355377860194574,979,0.0935438418239236,0.07611641893014787,515,non-significant
NDFIP1,0.2758662837808467,0.2757915365297089,979,,,0,non-significant
NDFIP2,0.3326594804927191,0.364412231084511,979,,,0,non-significant
NDRG2,0.1867296386701941,0.17963161220192023,979,-0.012031000075312381,-0.08389996585103551,163,non-significant
NDRG3,0.32305311298143224,0.3155239770612496,979,0.13570078588933587,0.13682249735277122,771,non-significant
NDST1,0.24126995165927007,0.2427873993404279,979,,,0,non-significant
NECAP1,0.36208578482685216,0.29537336836547046,979,,,0,non-significant
NECAP2,0.2755872694843615,0.21884642392487233,979,,,0,non-significant
NECTIN2,0.28227746347944727,0.3265881487956545,979,,,0,non-significant
NEDD8,0.4604520574843747,0.4479869969841467,979,-0.013676413492292351,-0.027571922298195436,775,non-significant
NEK2,0.26166049055773943,0.2692810525531405,979,,,0,non-significant
NEK6,0.1630885516227612,0.1307963876671386,979,,,0,non-significant
NEK7,0.08619739422005637,0.14284970099539618,979,0.026039862429625076,0.06244596297920046,515,non-significant
NEK9,0.15283730788899041,0.13246257594386684,979,-0.05225347414122321,-0.0623914171124212,660,non-significant
NEU1,0.2600218242703338,0.326479639014285,979,,,0,non-significant
NEU3,0.15759410273143468,0.12083010237103832,979,,,0,non-significant
NF2,0.28838936630562245,0.23939140647126142,979,,,0,non-significant
NFATC3,0.03147067779956537,-0.007582312446471481,979,,,0,non-significant
NFE2,-0.11120447542008582,0.002946067093728743,979,,,0,non-significant
NFE2L1,0.2543539335276821,0.2383672512424706,979,,,0,non-significant
NFE2L2,0.31330339252390565,0.3005859532091289,979,,,0,non-significant
NFE2L3,0.2621808417893562,0.29655108156199633,979,,,0,non-significant
NFIA,0.13591548000816447,0.0985639463910497,979,0.08997879494812357,0.006451078711848242,306,non-significant
NFIC,0.1898569193601372,0.1876983716546113,979,0.16852978824804987,0.19031870892170752,399,non-significant
NFKB1,0.1739184972803035,0.08580529514429427,979,0.1452175812898184,0.006585704438496334,695,non-significant
NFKBIA,0.34902013121388586,0.3282725595761215,979,,,0,non-significant
NFKBIB,0.32048482782264004,0.2331593718113143,979,,,0,non-significant
NFS1,0.4453162672276627,0.4262823599677437,979,0.4147504663928939,0.41231212082538404,773,non-significant
NFX1,0.3745947531519856,0.3276059240447805,979,0.05431366244006448,0.05375957832283747,160,non-significant
NFXL1,0.26956838547033446,0.25468650090738415,979,0.17942988749800837,0.18563728571339927,567,non-significant
NFYB,0.12022029929047433,0.10293787398395113,979,-0.055862628379861036,-0.07324766302369763,742,non-significant
NFYC,0.4243713306851783,0.25029573416906614,979,0.001355835268394133,-0.0803913270987232,775,non-significant
NHP2,0.2779008817244759,0.22216830406124968,979,0.025009495842659334,0.018698913031463562,774,non-significant
NIP7,0.3627533674924127,0.30043997113251036,979,0.19802782094666804,0.2099304840976069,775,non-significant
NIPA2,0.3281508710891029,0.30459574107045473,979,,,0,non-significant
NIPAL3,0.16036117301982855,0.1813294803244643,979,,,0,non-significant
NIPSNAP1,0.2169715838042593,0.15790038082349941,979,,,0,non-significant
NIPSNAP2,0.38315471053090977,0.3725481621949743,979,,,0,non-significant
NIPSNAP3A,0.18892680509677218,0.15178203086636324,979,,,0,non-significant
NIT1,0.3948125037632148,0.35138410564195266,979,0.2623656814538578,0.22484306395053405,765,non-significant
NIT2,0.31524766211782174,0.2997603599945008,979,0.1222161802273308,0.12430502811363432,774,non-significant
NKTR,0.1277011576992752,0.12325655454165274,979,,,0,non-significant
NLK,0.25618483578076456,0.24131923399032856,979,,,0,non-significant
NLN,0.18214986035894293,0.16706250500182931,979,,,0,non-significant
NLRP1,0.14214822954770237,0.12144032013447932,979,-0.01849272636490046,-0.018528897145600888,514,non-significant
NLRP2,0.14310682958412868,0.12361997239918882,979,,,0,non-significant
NME1,0.2704785709746861,0.22328037442847656,979,,,0,non-significant
NME2,0.37817421540246243,0.31212480450177477,979,,,0,non-significant
NME3,0.13931553530937163,0.1556077242323511,979,,,0,non-significant
NME4,0.04429208684258633,0.020327146054775064,979,,,0,non-significant
NME6,0.35942340471580275,0.3524172586006043,979,,,0,non-significant
NME7,0.14960306956650185,0.1767989100845419,979,,,0,non-significant
NMI,0.0776250150704557,0.06487019895486637,979,0.010575749393743785,0.023173443551261348,447,non-significant
NMNAT1,0.3368692867956733,0.29552213292393176,979,,,0,non-significant
NMT1,0.2203370648088953,0.2027645743353326,979,0.08872740553143463,0.0909293219528438,766,non-significant
NMT2,0.2165444617494288,0.1861071968488353,979,0.16624933431570427,0.1164236977425792,165,non-significant
NOP2,0.28197340199625737,0.25953203429573374,979,0.3274155628426294,0.33819021204678,775,non-significant
NOP56,0.2908745393716962,0.2800941247042062,979,0.1617076670944782,0.14568580440018886,775,non-significant
NOP58,0.2100368625485826,0.18514188978805868,979,0.06788428608581089,0.08295120951181395,775,non-significant
NPM1,0.21441062078449225,0.17678970743717687,979,,,0,non-significant
NPM3,0.18745492641535347,0.17480942133009264,979,0.15726680752106173,0.136407623175882,768,non-significant
NPTN,0.3037202553800694,0.31907379486146964,979,0.236781751336983,0.28150247436049636,749,non-significant
NPW,0.03053163644972777,0.050983899427005944,979,,,45,non-significant
NQO1,0.277753910588037,0.2854572215789262,979,0.1377460791887237,0.11069294257778511,573,non-significant
NQO2,0.21012688325582096,0.199580367525499,979,0.0227944454411793,0.06857932451780234,327,non-significant
NR1D2,0.2355678894584996,0.22578596013227137,979,,,0,non-significant
NR1H2,0.24222517778963895,0.23539828676754485,979,,,0,non-significant
NR2C1,0.24961971473958772,0.19360501294282942,979,,,0,non-significant
NR2C2,0.22621953492793484,0.19594614456773993,979,0.1293803869308433,0.11595025414410672,658,non-significant
NR2F2,0.24947828470936056,0.24576580472862627,979,,,0,non-significant
NR2F6,0.1557707402084564,0.12188969543182288,979,0.064609302883034,0.03901749708681898,167,non-significant
NR3C1,0.17039187378323484,0.166607757637844,979,,,0,non-significant
NRAS,0.3886571879997238,0.38267842822533854,979,,,0,significant
NRDC,0.36021555477520284,0.33182051638818966,979,0.14323151297548226,0.1316705701873696,673,non-significant
NSD1,0.11975166032934467,0.06479697990278298,979,0.10454267595828964,0.11962299956052587,223,non-significant
NSD2,0.22323516228756818,0.19037811221107126,979,0.2343940504408677,0.1783703880304775,675,non-significant
NSD3,0.4249749293943347,0.3996196698671153,979,0.21711727585241453,0.18191502544642774,705,non-significant
NSFL1C,0.5370567414641678,0.49675551396402035,979,,,0,non-significant
NSUN3,0.24334141110330776,0.22457162056407842,979,,,0,non-significant
NSUN5,0.1852365277972805,0.23707568257743888,979,0.11728584260869428,0.1308296869460836,543,non-significant
NT5C,0.20850137607689176,0.21147929886384934,979,0.13740830187450556,0.025516545711957054,483,non-significant
NT5C2,0.21031181172923025,0.1821999379856913,979,,,0,non-significant
NT5C3A,0.3435041394185279,0.3309464230900992,979,,,0,non-significant
NT5C3B,0.17032480571338002,0.27878148029646277,979,,,0,non-significant
NT5DC1,0.27991245070914106,0.29426114255839053,979,,,0,non-significant
NT5DC2,0.21937255958195143,0.21907518066279014,979,,,0,non-significant
NTRK1,-0.04470097498094122,0.01253902876987097,979,,,0,non-significant
NUBP1,0.26085981878004416,0.21490707364219516,979,-0.0285311692532228,-0.07295361437716423,638,non-significant
NUBP2,0.24820930281256992,0.24935508631124514,979,0.07795859436409376,0.026434655082215184,704,non-significant
NUBPL,0.5123708170954541,0.47419853875053497,979,0.42034509761348043,0.36763880490814516,535,non-significant
NUCB1,0.28733799701345597,0.29528237040758204,979,0.1792320027342512,0.19006534458526994,767,non-significant
NUCB2,0.054378088839275286,0.06373722698972449,979,0.19069688045052408,0.1795435257568519,774,non-significant
NUCKS1,0.22833251249829328,0.18375709594776696,979,,,0,non-significant
NUDC,0.3802297446661008,0.3567630575596269,979,0.16326812518725914,0.1447054333705265,775,non-significant
NUDCD3,0.377209353610813,0.3587123289924745,979,,,0,non-significant
NUDT14,0.3226390873326992,0.3293172759335054,979,,,0,non-significant
NUDT16,0.33475256098873,0.33759891984412166,979,,,0,non-significant
NUDT16L1,0.1524438105458089,0.08801389140993529,979,,,0,non-significant
NUDT3,0.10779209325903769,0.07692448348609236,979,0.021298596993528887,-0.023780392318550725,629,non-significant
NUDT4,0.08084986669105027,0.07851878415325873,979,0.10739152280925382,0.11950861130028612,391,non-significant
NUDT5,0.4364169068263412,0.4139614031276576,979,0.14563611280128022,0.1366391757606774,771,non-significant
NUMB,0.38629210222108623,0.3574322067884598,979,0.37501931718581094,0.3622678675408525,742,non-significant
NUP62,0.18057536451801015,0.16121110117003695,979,-0.007434333821399616,-0.003939336758638808,775,non-significant
NUTF2,0.35621375224299806,0.2925601339016544,979,,,0,non-significant
NVL,0.34052076162635947,0.2876926939745374,979,0.2739550402923941,0.25136934278763273,750,non-significant
NXT1,0.4423450455903253,0.40382688450850995,979,,,0,non-significant
OAT,0.20919237330678564,0.2254872282966715,979,0.3056145286206701,0.32841498435847527,751,non-significant
OAZ1,0.23514433642185337,0.2301918827893133,979,,,0,non-significant
OAZ2,0.15067674741556308,0.13204662106275816,979,,,0,non-significant
ODC1,0.11324843495328271,0.010143362531773177,979,,,0,non-significant
ODF2,0.1754898822770316,0.16579416600927424,979,,,0,non-significant
ODF2L,0.35107396828464454,0.34798080416243354,979,,,0,non-significant
OGDH,0.3455690397106305,0.33343241635924953,979,,,0,non-significant
ONECUT2,0.2731877218611877,0.22550461970763652,979,,,0,non-significant
ORAI1,0.1481419618843121,0.10423118536635155,979,,,0,non-significant
ORAI2,0.1407065481193732,0.12355477165870583,979,,,0,non-significant
ORAI3,0.16356680606120225,0.1262412654418081,979,,,0,non-significant
ORC1,0.10819941731359142,0.08046538187239394,979,0.1619209448973538,0.1610751597181356,543,non-significant
ORMDL1,0.2041963944983368,0.18493638050655836,979,,,0,non-significant
ORMDL2,0.3331011454305004,0.32914033969754536,979,,,0,non-significant
ORMDL3,0.4149808657678066,0.20544838529909248,979,,,0,non-significant
OSBP,0.3057238407697719,0.2995310267091464,979,,,0,non-significant
OSBPL11,0.23670148229100038,0.18371317318688707,979,,,0,non-significant
OSBPL2,0.5388342428507779,0.5049988547244041,979,,,0,non-significant
OSBPL3,0.2356163618979142,0.25404671580300203,979,,,0,non-significant
OSBPL6,0.13108373109736696,0.12446721950291516,979,,,0,non-significant
OSBPL8,0.05634104278495451,0.035186370554811074,979,,,0,non-significant
OSBPL9,0.32641264105809253,0.3127568412236974,979,,,0,non-significant
OXA1L,0.317577326916547,0.26465992288286644,979,0.25747308832771665,0.27007675137385506,773,non-significant
OXR1,0.33912098856536055,0.34020913482915977,979,0.1680300594427237,0.1150726300816757,339,non-significant
OXSR1,0.348120169693361,0.3030094252093062,979,0.25139971308137565,0.22042460237774505,774,non-significant
P2RX5,-0.01600977810825003,-0.011623744784105104,979,,,0,non-significant
P4HA1,0.1284908480523514,0.12401224119088083,979,0.19431992250001526,0.21350252998027155,772,non-significant
P4HB,0.2935615630596955,0.2903957592413502,979,,,0,non-significant
PABPC1,0.33739311509017456,0.29276430576943546,979,,,0,non-significant
PABPC4,0.4639149524066789,0.21897969508320925,979,,,0,non-significant
PACS1,0.22130671746653122,0.1763673460333747,979,0.06028853468432404,0.064637083891569,613,non-significant
PACSIN2,0.32490698199672163,0.2808304105813113,979,,,0,non-significant
PACSIN3,0.24593026860706052,0.2604331898648241,979,,,0,non-significant
PAFAH1B1,0.3760054837039474,0.3641742288140196,979,,,0,non-significant
PAFAH1B2,0.43293789081611017,0.4141413044704812,979,,,0,non-significant
PAFAH1B3,0.2274747717746428,0.22100135553901612,979,,,0,non-significant
PAK1,0.21237100483536275,0.18523673625084283,979,0.05733995227009316,0.02426816820777497,578,non-significant
PAK2,0.21069100623306164,0.1716745446099107,979,-0.0073075545475101665,-0.05449467613050639,773,non-significant
PAK4,0.39703556280319685,0.367234539795117,979,0.26763176882480405,0.24960695796477436,696,non-significant
PANK2,0.45043944823472504,0.42422608130868045,979,0.3118550967711157,0.27518461986951237,98,non-significant
PANK3,0.173391531706779,0.1466051141483095,979,,,0,non-significant
PAPOLA,0.40401001096169387,0.3917987278577404,979,,,0,non-significant
PAPOLG,0.2250896077513351,0.13222194730197934,979,,,0,non-significant
PAQR3,0.17893653124656284,0.1737882543960216,979,,,0,non-significant
PARP1,0.11431641087236119,0.08466738785613978,979,0.09937897459648892,0.04800482386387143,775,non-significant
PARP12,0.10790927843517406,0.133878209627229,979,,,0,non-significant
PARP2,0.42456501468132296,0.3821566587897338,979,0.12087206682731992,0.0837773770523538,220,non-significant
PATZ1,0.08285158220049224,0.071428349831332,979,0.1082092071421083,0.13373271380697357,314,non-significant
PAX6,0.22660175206222072,0.22872899878903313,979,0.35925224634531056,0.3237177027337897,50,non-significant
PAXBP1,0.24794850342123015,0.20265164661256957,979,,,0,non-significant
PCBD1,0.2848216539346412,0.30545000303502773,979,,,0,non-significant
PCBD2,0.20250572235882536,0.18673465890696678,979,,,0,non-significant
PCBP1,0.10440339995277086,0.06559124477835661,979,-0.05690453830039454,-0.10088956824265818,775,non-significant
PCBP2,0.21037452643539162,0.1369408368470266,979,-0.006101397013574504,-0.03837421447508098,775,non-significant
PCCA,0.3249550986621483,0.3296439471399542,979,0.2999185001258501,0.24415874720623207,691,non-significant
PCCB,0.11362621619029048,0.07713786642230014,979,0.06646425673321255,0.07647304542622048,736,non-significant
PCGF2,0.3226191371286866,0.27829692244619797,979,,,0,non-significant
PCGF3,0.2598534701051234,0.233973894821549,979,,,0,non-significant
PCGF5,0.13309288022693744,0.11563663915166798,979,,,0,non-significant
PCGF6,0.23256308778033596,0.205111014093915,979,,,0,non-significant
PCMT1,0.43301283375148103,0.4217785723664663,979,,,0,non-significant
PCMTD1,0.34687722268261756,0.31407127360938447,979,,,0,non-significant
PCMTD2,0.22618651565070658,0.20839579356953727,979,,,0,non-significant
PCNX1,0.26723080288538514,0.20841078383656053,979,,,0,non-significant
PCOLCE2,0.12916932845921544,0.15343099987169115,979,,,0,non-significant
PCSK6,0.1994861981004628,0.19809051325037666,979,-0.1251254168312884,-0.11342901760982019,441,non-significant
PCSK7,0.2388529764432038,0.21582227179139335,979,,,0,non-significant
PCYT1A,0.35841272923618583,0.3370840810108435,979,,,0,non-significant
PCYT2,0.16692299716514547,0.12544437115449367,979,,,0,non-significant
PDCD2,0.4050068367950129,0.36215800451528257,979,0.04464642819044237,0.05083990040433781,561,non-significant
PDCD2L,0.3296817100990366,0.2737383765240423,979,,,0,non-significant
PDCD6,0.4711606532558221,0.5380851191760794,979,0.4200554930663011,0.4804614113563347,774,non-significant
PDCL,0.31331887622721055,0.27927139890609504,979,,,0,non-significant
PDCL3,0.2406328496654503,0.21399038213535637,979,-0.0016517775604963222,-0.04578357497265445,680,non-significant
PDE12,0.30793144843364406,0.2982787126943425,979,0.34521818567810686,0.35428613167898193,770,non-significant
PDE4A,0.06986649161867697,-0.0013912773199511645,979,,,0,non-significant
PDE7A,0.1319442663885281,0.14654415469741564,979,,,0,non-significant
